,Disease Name,DOID,UBERON,Exact Synonyms
8283,hypohidrotic ectodermal dysplasia,14793,,[]
8284,Dubowitz syndrome,14796,,"[""dubowitz's syndrome""]"
8285,Blount's disease,14798,,"['blount disease', 'familial infantile type osteochondrosis deformans tibiae']"
8286,gingival disease,1483,0001828,['gum disease']
8287,cystic fibrosis,1485,,"['cf', 'mucoviscidosis']"
8288,obsolete secondary syphilitic chorioretinitis,1486,,"['syphilitic chorioretinitis (secondary)', 'secondary syphilitic chorioretinitis (disorder)']"
8289,obsolete secondary syphilitic uveitis,1487,,"['syphilitic uveitis unspecified (disorder)', 'syphilitic uveitis, unspecified', 'uveitis due to secondary syphilis', 'uveitis due to secondary syphilis (disorder)', 'secondary syphilitic uveitis (disorder)', 'secondary syphilitic uveitis nos (disorder)']"
8290,obsolete corneal anesthesia and hypoesthesia,1491,,[]
8291,obsolete eye and adnexa disease,1492,,[]
8292,cystic echinococcosis,1495,0000948,"['echinococcus granulosus infection', 'echinococcus granulosus infection of lung', 'echinococcus granulosus infection of thyroid', 'liver echinococcus granulosus', 'thyroid echinococcus granulosus', 'echinococcus granulosus', 'echinococcus granulosus infectious disease', 'echinococcus granulosus infectious disease of liver', 'echinococcus granulosus infectious disease of thyroid', 'lung echinococcus granulosus', 'unilocular echinococcosis', 'unilocular hydatid disease']"
8293,echinococcosis,1496,,"['echinococcosis of liver', 'echinococcal disease', 'hepatic echinococcosis', 'hydatid disease', 'hydatidosis', 'liver echinococcus', 'pulmonary echinococcosis']"
8294,cholera,1498,,"['cholera - vibrio cholerae', 'cholera due to vibrio cholerae', 'vibrio cholerae']"
8295,obsolete Vibrio infectious disease,1499,,"['infection due to non-cholerae vibrio', 'vibriosis']"
8296,reproductive system disease,15,0000990,['genital system disease']
8297,disease of mental health,150,,[]
8298,candidiasis,1508,,"['disseminated candidiasis', 'systemic candidiasis']"
8299,avoidant personality disorder,1509,,['anxious personality disorder']
8300,personality disorder,1510,,['character disorder']
8301,obsolete residual schizophrenia chronic state with acute exacerbation,1511,,[]
8302,chronic gonorrhea of cervix,1512,,"['gonococcal cervicitis, chronic', 'chronic gonococcal cervicitis']"
8303,chronic cervicitis,1513,,[]
8304,obsolete mitral valve syphilitic endocarditis,1515,,['syphilitic endocarditis of mitral valve (disorder)']
8305,obsolete syphilitic endocarditis,1516,,['syphilitic endocarditis (disorder)']
8306,cecal benign neoplasm,1517,0001153,"['cecum neoplasm', 'neoplasm of caecum']"
8307,cecal disease,1518,0001153,['disorder of cecum']
8308,cecum carcinoma,1519,,"['caecum carcinoma', 'cecal cancer', 'carcinoma of cecum']"
8309,colon carcinoma,1520,0001155,"['colonic carcinoma', 'carcinoma of colon']"
8310,cecum cancer,1521,0001153,"['malignant neoplasm of caecum', 'malignant tumor of the cecum']"
8311,cecum lymphoma,1522,,['cecal lymphoma']
8312,colon lymphoma,1523,,['colonic lymphoma']
8313,nodular nonsuppurative panniculitis,1525,,"['relapsing febrile nodular nonsuppurative panniculitis', 'weber - christian disease', 'weber-christian disease', 'nodular non-suppurative febrile panniculitis']"
8314,panniculitis,1526,,[]
8315,obsolete penile non-neoplastic disease,1528,,[]
8316,penile disease,1529,0000989,[]
8317,obsolete fibroepithelial neoplasm,153,,"['fibroepithelial neoplasm (morphologic abnormality)', 'fibroepithelial neoplasm nos (morphologic abnormality)', 'fibroepithelial tumor', 'fibroepithelial tumor (qualifier value)']"
8318,obsolete male non-neoplastic reproductive system disease,1530,,[]
8319,pleural disease,1532,0000977,"['disorder of pleura', 'non-neoplastic pleural disease']"
8320,mixed cell type cancer,154,,"['malignant mixed cancer', 'malignant mixed neoplasm', 'mixed tumor', 'mixed tumor, malignant']"
8321,parathyroid carcinoma,1540,0001132,"['parathyroid gland neoplasm', 'carcinoma of parathyroid gland', 'malignant neoplasm of parathyroid gland', 'malignant neoplasm of the parathyroid', 'malignant tumor of parathyroid gland', 'neoplasm of parathyroid gland', 'parathyroid gland cancer', 'parathyroid neoplasm']"
8322,head and neck carcinoma,1542,,['carcinoma of the neck']
8323,obsolete metastatic neoplasm of parathyroid,1543,,['metastatic tumor of parathyroid']
8324,obsolete glandular and epithelial neoplasm,155,,[]
8325,"obsolete gestational diabetes complicating pregnancy, childbirth, or the puerperium",1550,,"['diabetes mellitus in the pueperium - baby delivered during previous episode of care (disorder)', 'diabetes mellitus, postpartum']"
8326,vibratory urticaria,1554,,[]
8327,urticaria,1555,,[]
8328,arthus reaction,1556,,"['arthus phenomenon', 'arthus type urticaria']"
8329,hypersensitivity reaction type III disease,1557,,['immune complex disease']
8330,angioedema,1558,,"['angioneurotic oedema', ""quincke's edema"", 'angioneurotic edema', 'giant urticaria']"
8331,cognitive disorder,1561,,['cognitive disease']
8332,chromoblastomycosis,1562,,"['chromomycosis', 'mossy foot disease']"
8333,dermatomycosis,1563,0000014,[]
8334,fungal infectious disease,1564,,['mycosis']
8335,obsolete calculus of gallbladder and bile duct with acute and chronic cholecystitis,1568,,"['calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction']"
8336,mechanical ectropion,1569,,[]
8337,obsolete epithelial carcinoma,157,,"['epithelial skin tumor', 'epithelial tumor (qualifier value)', 'skin epithelium tumor', 'tumor of surface epithelium (disorder)']"
8338,ectropion,1570,,"['ectropion of eyelid', 'everted margin']"
8339,spastic ectropion,1571,,[]
8340,normal pressure hydrocephalus,1572,,['low pressure hydrocephalus']
8341,communicating hydrocephalus,1573,,[]
8342,alcohol use disorder,1574,,"['ethanol abuse', 'alcohol abuse']"
8343,rheumatic disease,1575,0002384,[]
8344,limited scleroderma,1577,,"['limited cutaneous systemic sclerosis', 'systemic sclerosis, limited']"
8345,pulmonary systemic sclerosis,1578,0002048,"['lung disease with systemic sclerosis', 'lung involvement in systemic sclerosis']"
8346,respiratory system disease,1579,0001004,[]
8347,diffuse scleroderma,1580,,"['diffuse systemic sclerosis', 'systemic sclerosis, diffuse']"
8348,laryngeal tuberculosis,1583,,[]
8349,acute chest syndrome,1584,,['acute chest syndrome in sickle cell disease']
8350,obsolete rheumatic pneumonia,1585,,['rheumatic pneumonia (disorder)']
8351,rheumatic fever,1586,,"['acute rheumatic fever', 'rhf - rheumatic fever']"
8352,thrombocytopenia due to platelet alloimmunization,1587,,"['auto-immune thrombocytopenia', 'immune thrombocytopenia', 'thrombocytopenia due to immune destruction']"
8353,thrombocytopenia,1588,,[]
8354,obsolete mesothelial neoplasm,159,,"['mesothelial neoplasm (morphologic abnormality)', 'mesothelial neoplasm nos (morphologic abnormality)', 'mesothelial tumor', 'mesothelial tumor morphology (qualifier value)']"
8355,renovascular hypertension,1591,,[]
8356,obsolete secondary malignant neoplasm of retroperitoneum and peritoneum,1592,,"['secondary malignant neoplasm of retroperitoneum and peritoneum (disorder)', 'secondary malignant neoplasm of retroperitoneum or peritoneum nos (disorder)']"
8357,obsolete metastasis to the peritoneum,1593,,"['metastatic neoplasm to the peritoneum', 'secondary malignant neoplasm of the peritoneum (disorder)']"
8358,endogenous depression,1595,,"['clinical depression', 'unipolar depression']"
8359,mental depression,1596,,[]
8360,obsolete single episode mild major depression,1597,,"['major depressive disorder, single episode, mild degree', 'mild major depression, single episode (disorder)', 'single major depressive episode, mild (disorder)']"
8361,obsolete single episode moderate major depression,1599,,"['major depressive disorder, single episode, moderate degree', 'moderate major depression, single episode (disorder)', 'single major depressive episode, moderate (disorder)']"
8362,integumentary system disease,16,0002416,[]
8363,lymphadenitis,1602,,"['adenitis', 'inflammation of lymph node', 'acute adenitis', 'acute lymphadenitis', 'chronic lymphadenitis', 'chronic adenitis']"
8364,hypoglycemic coma,1607,,[]
8365,keratosis,161,,[]
8366,breast cancer,1612,0000310,"['breast tumor', 'malignant neoplasm of breast', 'malignant tumor of the breast', 'mammary cancer', 'mammary tumor', 'primary breast cancer']"
8367,male breast cancer,1614,0016410,"['malignant neoplasm of male breast', 'neoplasm of male breast']"
8368,benign eccrine breast spiradenoma,1616,,[]
8369,breast fibroadenoma,1618,0002530,"['complex fibroadenoma of breast', 'fibroadenoma of breast', 'juvenile fibroadenoma', 'cellular fibroadenoma', 'fibroadenoma', 'juvenile fibroadenoma of breast']"
8370,cancer,162,,"['malignant neoplasm', 'malignant tumor', 'primary cancer']"
8371,obsolete breast fibroepithelial tumor,1620,,[]
8372,breast leiomyoma,1623,,[]
8373,obsolete breast soft tissue tumor,1624,,[]
8374,breast adenoma,1625,0002530,['ademoma - breast']
8375,breast duct papilloma,1626,0000344,"['duct papilloma of breast', 'papilloma of the breast']"
8376,intraductal papilloma,1627,0000344,['ductal papilloma']
8377,intraductal papillary breast neoplasm,1628,,[]
8378,breast myofibroblastoma,1629,,[]
8379,obsolete mucoepidermoid tumor,163,,"['mucoepidermoid neoplasm (morphologic abnormality)', 'mucoepidermoid neoplasm (morphology)', 'mucoepidermoid neoplasm nos (morphologic abnormality)', 'mucoepidermoid tumor [obs]']"
8380,benign breast phyllodes tumor,1631,,"['cystosarcoma phyllodes', 'phyllodes neoplasm', 'benign phyllodes neoplasm', 'benign phyllodes neoplasm of the breast', 'benign cystosarcoma phyllodes']"
8381,obsolete breast papillomatosis,1634,,[]
8382,breast angiomatosis,1637,0000310,[]
8383,central nervous system tuberculosis,1638,0001017,"['intracranial tuberculoma', 'tuberculoma of brain', 'tuberculosis of meninges and central nervous system', 'tuberculous abscess of brain']"
8384,skeletal tuberculosis,1639,0001474,['osteoarticular tuberculosis']
8385,"obsolete cystic, mucinous, and serous neoplasm",164,,"['cystic, mucinous and serous neoplasm (morphologic abnormality)', 'cystic, mucinous and serous tumor (qualifier value)']"
8386,benign breast adenomyoepithelioma,1641,,['benign adenomyoepithelioma of the breast']
8387,breast adenomyoepithelioma,1642,,"['breast adenomyoepithelioma with malignant change', 'malignant adenomyoepithelioma of breast']"
8388,female breast upper-inner quadrant cancer,1647,,['malignant neoplasm of upper-inner quadrant of female breast']
8389,female breast lower-inner quadrant cancer,1649,,['malignant neoplasm of lower-inner quadrant of female breast']
8390,female breast axillary tail cancer,1650,,['malignant neoplasm of axillary tail of female breast']
8391,ventricular septal defect,1657,0002094,"['interventricular septal defect', 'ventricular septal abnormality']"
8392,supratentorial cancer,1659,,"['brain neoplasm, supratentorial', 'malignant supratentorial tumor']"
8393,melanotic neuroectodermal tumor,166,,"['infantile melanotic neuroectodermal neoplasm', 'melanotic neuroectodermal tumor of infancy', 'melanotic neuroectodermal tumour of infancy', 'pigmented neuroectodermal tumour of infancy', 'melanotic neuroectodermal tumour']"
8394,malignant pineal area germ cell neoplasm,1660,,"['pineal region germ cell tumor', 'malignant pineal parenchymal germ cell tumor', 'pineal germ cell tumor']"
8395,obsolete malignant intracranial germ cell neoplasm,1661,,[]
8396,pineoblastoma,1664,,['pineal pnet']
8397,obsolete central nervous system embryonal cancer,1665,,['embryonal tumor of the cns']
8398,obsolete hip enthesopathy,1666,,"['enthesopathy of hip region', 'enthesopathy of hip region (disorder)', 'enthesopathy of the hip region', 'enthesopathy of the hip region (disorder)', 'hip enthesopathy nos (disorder)', 'hip enthesopathy, unspecified (disorder)']"
8399,obsolete peripheral enthesopathy,1667,,[]
8400,Behcet's syndrome arthropathy,1670,,"[""arthropathy in behcet's syndrome involving ankle and foot"", ""arthropathy in behcet's syndrome involving forearm"", ""arthropathy in behcet's syndrome involving hand"", ""arthropathy in behcet's syndrome involving lower leg"", ""arthropathy in behcet's syndrome involving multiple sites"", ""arthropathy in behcet's syndrome involving pelvic region and thigh"", ""arthropathy in behcet's syndrome involving shoulder region"", ""arthropathy in behcet's syndrome involving upper arm"", 'behcet syndrome arthropathy']"
8401,spontaneous tension pneumothorax,1672,,[]
8402,pneumothorax,1673,,[]
8403,low implantation of placenta,1677,,[]
8404,chronic interstitial cystitis,1678,,[]
8405,cystitis,1679,,[]
8406,chronic cystitis,1680,,[]
8407,heart septal defect,1681,0002099,"['cardiac septal defects', 'congenital septal defect of heart', 'septal defect']"
8408,congenital heart disease,1682,,"['congenital heart defects', 'congenital anomaly of heart', 'heart malformation', 'congenital heart defect', 'heart defect']"
8409,obsolete glaucoma associated with vascular disorder,1685,,[]
8410,glaucoma,1686,,[]
8411,neovascular glaucoma,1687,,['secondary angle-closure glaucoma with rubeosis']
8412,neuroendocrine tumor,169,,['neuroendocrine neoplasm']
8413,obsolete congenital ichthyosis,1695,,"['(congenital ichthyosiform erythroderma) or (alligator skin) or (ichthyosis congenita nos)', 'congenital ichthyosis of skin (disorder)', 'congenital ichthyosis, unspecified (disorder)', 'ichthyosis congenita', 'ichthyosis congenita nos (disorder)', 'ichthyosis congenita']"
8414,ichthyosis,1697,,"['ichthyoses', 'non-syndromic ichthyosis']"
8415,obsolete congenital ichthyosiform erythroderma,1699,,[]
8416,musculoskeletal system disease,17,0002204,[]
8417,endocrine gland cancer,170,0002368,"['endocrine tumor', 'endocrine neoplasm', 'malignant endocrine tumor', 'malignant neoplasm of endocrine gland', 'malignant tumour of endocrine gland', 'neoplasm of endocrine gland', 'neoplasm of endocrine system']"
8418,X-linked ichthyosis,1700,0000014,"['x-linked ichthyosis with steryl-sulphatase deficiency', 'x-linked placental steryl-sulphatase deficiency', 'x-linked recessive ichthyosis']"
8419,steroid inherited metabolic disorder,1701,,[]
8420,ichthyosis vulgaris,1702,,['dominant congenital ichthyosiform erythroderma']
8421,Richter's syndrome,1703,,['richter syndrome']
8422,obsolete rickettsiosis,1709,,"['flea-borne rickettsiosis', 'mite-borne rickettsiosis', 'rickettsiosis', 'tick-borne rickettsiosis']"
8423,neuroectodermal tumor,171,,['primitive neuroectodermal neoplasm']
8424,aortic valve stenosis,1712,,"['aortic stenosis', 'rheumatic aortic stenosis', 'rheumatic aortic valve stenosis']"
8425,benign shuddering attacks,1713,,[]
8426,clear cell acanthoma,172,,['pale (clear cell) acanthoma']
8427,duodenal ulcer,1724,,"['curling ulcer', ""curling's ulcers"", 'stress ulcer']"
8428,peritoneum cancer,1725,0002358,[]
8429,partial of retinal vein occlusion,1726,,"['partial retinal vein occlusion', 'partial occlusion of retinal vein']"
8430,retinal vein occlusion,1727,0001673,"['occlusion, of retinal vein']"
8431,retinal vascular occlusion,1729,0000966,['retinal vasc. occlusion']
8432,eccrine sweat gland neoplasm,173,,"['eccrine tumor', 'eccrine skin neoplasm']"
8433,obsolete histoplasmosis pneumonia,1730,,"['histoplasmosis with pneumonia (disorder)', 'pneumonia with histoplasmosis (disorder)']"
8434,histoplasmosis,1731,,[]
8435,cryptosporidiosis,1733,0000160,"['cryptosporidial gastroenteritis', 'infection by cryptosporidium', 'intestinal cryptosporidiosis']"
8436,obsolete viral gastroenteritis,1734,,[]
8437,duodenal benign neoplasm,1737,0002114,"['neoplasm of duodenum', 'neoplasm of the duodenum']"
8438,small intestine leiomyoma,1738,,"['leiomyoma, small bowel']"
8439,acanthoma,174,,[]
8440,obsolete drug-induced psychotic disease with delusion,1741,,[]
8441,drug psychosis,1742,,"['drug-induced psychosis', 'drug-induced psychotic disorder']"
8442,obsolete malignant lymphatic vessel tumor,1744,,"['lymphatic vessel tumor (morphologic abnormality)', 'lymphatic vessel tumor (qualifier value)', 'lymphatic vessel tumor nos (morphologic abnormality)', 'neoplasm of the lymphatic vessel']"
