,biomarker_ID,main_Xref,assesed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,gene
285,A0033,UPKB:P08727,Cytokeratin-19 fragment (KRT19),increased KRT19 level,monitoring,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1 (R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries. [PMID:32347972] SARS-COV-2 infection caused an LDL decrease to occur in the majority of the mild cases; this could be used, in combination with viral RNA detection, as a potential biomarker to facilitate early diagnosis. Serum cancer biomarkers, including CYFRA21-1 and HE4, can be used to monitor the pathological progression of the disease. [DOI:10.2139/ssrn.3552854]",Measured in serum (UN:0001977) as well.,KRT19
286,A0033,UPKB:P08727,Cytokeratin-19 fragment (KRT19),increased KRT19 level,prognostic,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predict the clinical outcome of COVID-19 patients. [PMID:32504736] Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153 Squamous cell carcinoma antigen (SCC) and CA199 increased significantly. [PMID:32347972] Presence of elevated CYFRA21 levels shown as predictor of COVID-19 severity. [PMID:32347972] Increased levels of CYFRA21-1 were observed in COVID-19 patients, and could predict the clinical outcome of patients. [PMID:32504736]",Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,KRT19
287,A0034,UPKB:P06731,Carcinoembryonic antigen (CEACAM5),increased CEACAM5 level,monitoring,blood (UN:0000178),19166-8,COVID-19 (DOID:0080600),protein,"Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1 (R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries. [PMID:32347972] On laboratory work-up, mildly elevated carcinoembryonic antigen (CEA = 9.8 ng/mL, normal range up to 5 ng/mL) was detected. [PMID:32333071] In conclusion, the serum CEA levels were found to be increased in patients with severe or critically severe SARS-CoV-2 infection. [PMID:32540459] In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease. [PMID:32504736] Additional cancer biomarkers such as carcinoembryonic antigen (CEA), carbohydrate antigens 125 and 153, squamous cell carcinoma antigen (SCC) and neuron-specific enolase (NSE) increased significantly in many critical cases. [DOI:10.2139/ssrn.3552854] In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease. [PMID:32504736]",Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,CEACAM5
288,A0034,UPKB:P06731,Carcinoembryonic antigen (CEACAM5),increased CEACAM5 level,prognostic,blood (UN:0000178),19166-8,COVID-19 (DOID:0080600),protein,"In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predict the clinical outcome of COVID-19 patients. [PMID:32504736] Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153 Squamous cell carcinoma antigen (SCC) and CA199 increased significantly. [PMID:32347972]",Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,CEACAM5
289,A0035,UPKB:Q8WXI7,Mucin-16 (MUC16),increased MUC16 level,monitoring,blood (UN:0000178),10334-1,COVID-19 (DOID:0080600),protein,"Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199) There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries. [PMID:32347972] Additional cancer biomarkers such as carcinoembryonic antigen (CEA), carbohydrate antigens 125 and 153, squamous cell carcinoma antigen (SCC) and neuron-specific enolase (NSE) increased significantly in many critical cases. [DOI:10.2139/ssrn.3552854]",Measured in serum (UN:0001977) as well.,MUC16
290,A0035,UPKB:Q8WXI7,Mucin-16 (MUC16),increased MUC16 level,prognostic,blood (UN:0000178),10334-1,COVID-19 (DOID:0080600),protein,"Presence of elevated CA125 levels shown as predictor of COVID-19 severity. [PMID:32347972] Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153. Squamous cell carcinoma antigen (SCC) and CA199 increased significantly. [PMID:32347972]",Measured in serum (UN:0001977) as well.,MUC16
291,A0036,UPKB:P15941,Mucin-1 (MUC1),increased MUC1 level,monitoring,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"KL-6 was also signicantly higher in severe-cases, but its mean was below the cut-off level for ILDs. [DOI:10.21203/rs.3.rs-29567/v1] Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries. [PMID:32347972] Increased KL-6 serum concentrations were observed in patients with severe pulmonary involvement, suggesting potential usefulness of KL-6 measurement to evaluate COVID-19 patients prognosis. [PMID:32470148] ","Measured in serum (UN:0001977) as well. Synonym: CA153, KL-6",MUC1
292,A0036,UPKB:P15941,Mucin-1 (MUC1),increased MUC1 level,prognostic,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"Irregular levels of KL-6 present  maybe helpful for phenotyping patients according to disease severity. [PMID:32470148] Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153 Squamous cell carcinoma antigen (SCC) and CA199 increased significantly. [PMID:32347972]","Measured in serum (UN:0001977) as well. Synonym: CA153, KL-6",MUC1
293,A0037,UPKB:Q15020,Squamous cell carcinoma antigen (SART3),increased SART3 level,monitoring,blood (UN:0000178),19207-0,COVID-19 (DOID:0080600),protein,"In addition, the significant differences of plasma level of CEA, CYFRA21- 1 and SCCA were observed among the subgroups of severity of disease and clinical outcome (Table 1) and plasma level of CEA, CYFRA21-1, SCCA were significantly increased with the advance serverity of disease. [PMID:32504736] Additional cancer biomarkers such as carcinoembryonic antigen (CEA), carbohydrate antigens 125 and 153, squamous cell carcinoma antigen (SCC) and neuron-specific enolase (NSE) increased significantly in many critical cases. [DOI:10.2139/ssrn.3552854] Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries. [PMID:32347972]",Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,SART3
294,A0037,UPKB:Q15020,Squamous cell carcinoma antigen (SART3),increased SART3 level,prognostic,blood (UN:0000178),19207-0,COVID-19 (DOID:0080600),protein,"In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predict the clinical outcome of COVID-19 patients. [PMID:32504736] Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153 Squamous cell carcinoma antigen (SCC) and CA199 increased significantly. [PMID:32347972] Presence of elevated CYFRA21 levels shown as predictor of COVID-19 severity. [PMID:32347972] Increased levels of CYFRA21-1 were observed in COVID-19 patients, and could predict the clinical outcome of patients. [PMID:32504736] Presence of elevated SCC levels shown as predictor of COVID-19 severity. [PMID:32347972]",Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,SART3
295,A0038,PCCID:643993,Carbohydrate antigen 199 (CA199),increased CA199 level,monitoring,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries. [PMID:32347972]",Measured in serum (UN:0001977) as well.,CA199
